 Depth/ang         FR
 20.010000   0.000000
 40.010000   0.000000
 60.010000   0.000000
 80.010000   0.000000
100.010000   0.000000
120.010000   0.000000
140.010000   0.000000
160.010000   0.000000
180.010000   0.000000
200.010000   0.000000
220.010000   0.000000
240.010000   0.000000
260.010000   0.000000
280.010000   0.000000
300.010000   0.000000
320.010000   0.000000
340.010000   0.000000
360.010000   0.000000
380.010000   0.000000
400.010000   0.000000
420.010000   0.000000
440.010000   0.000000
460.010000   0.000000
480.010000   0.000000
500.010000   0.000000
520.010000   0.000000
540.010000   0.000000
560.010000   0.000000
580.010000   0.000000
600.010000   0.000000
620.010000   0.000000
640.010000   0.000000
660.010000   0.000000
680.010000   0.000000
700.010000   0.000000
720.010000   0.000000
740.010000   0.000000
760.010000   0.000000
780.010000   0.000000
800.010000   0.000000
820.010000   0.000000
840.010000   0.000000
860.010000   0.000000
880.010000   0.000000
900.010000   0.000000
920.010000   0.000000
940.010000   0.000000
960.010000   0.000000
980.010000   0.000000
1000.010000   0.000000
1020.010000   0.000000
1040.010000   0.000000
1060.010000   0.000000
1080.010000   0.000000
1100.010000   0.000000
1120.010000   0.000000
1140.010000   0.000000
1160.010000   0.000000
1180.010000   0.000000
1200.010000   0.000000
1220.010000   0.000000
1240.010000   0.000000
1260.010000   0.000000
1280.010000   0.000000
1300.010000   0.000000
1320.010000   0.000000
1340.010000   0.000000
1360.010000   0.000000
1380.010000   0.000000
1400.010000   0.000000
1420.010000   0.000000
1440.010000   0.000000
1460.010000   0.000000
1480.010000   0.000000
1500.010000   0.000000
1520.010000   0.000000
1540.010000   0.000000
1560.010000   0.000000
1580.010000   0.000000
1600.010000   0.000000
1620.010000   0.000000
1640.010000   0.000000
1660.010000   0.000000
1680.010000   0.000000
1700.010000   0.000000
1720.010000   0.000000
1740.010000   0.000000
1760.010000   0.000000
1780.010000   0.000000
1800.010000   0.000000
1820.010000   0.000000
1840.010000   0.000000
1860.010000   0.000000
1880.010000   0.000000
1900.010000   0.000000
1920.010000   0.000000
1940.010000   0.000000
1960.010000   0.000000
1980.010000   0.000000
2000.010000   0.000000
